                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2588,                0.70183,                      1,                 1.1908,             0.00023382,             0.00023382,             0.00023382
